Date,Proximity to Station,Station,Item Burnt,Comments,Fire Severity
7/14/2012,N,Vernon Blvd-Jackson Av,BANK OF LIGHTS - INCANDESCENT,M/S ALEXANDER 008079 (TRO): EXTINGUISHED FIRE ON C-1 TRACK COL 70+30. AT LEAST 130 FT OF TRACKS IN DARKNESS BETWEEN 1AVE AND VERNON/JACKSON,1
7/14/2012,I,Pelham Bay Pk,DEBRIS, BREA(TRK-922397): EVIDENCE OF SMALL DEBRIS FIRE 200 FEET SOUTH OF SIGNAL 6408P COL 638+00 BY THE EAST RAIL SOME WOOD SLATTING SCORCHED AND DAMAGED,1
7/15/2012,N,Ozone Pk-Lefferts Blvd,TIE,"07/16/2012
0144 BLAZEJEWICZ (TRO/SO #076107): THE TIE WITH THE 3RD RAIL INSULATOR WAS BURNT AT SURVEY MARKER K2-118+00 WITHIN THE STATION LIMITS, THE PORCELAIN INSULATOR WAS HANGING AND IT WAS REMOVED. EVIDENCE SEEN THAT THE FIRE WAS EXTINGUISHED WITH WA",2
7/15/2012,N,Hoyt St-Schermerhorn St,DEBRIS,"0909 MOW SPOKE TO WITHAKER  955012 (TRO/SO) HE REPORTED HE PUT THE FIRE OUT WITH WATER HE WAS ASSISTED BY POLICE, FD.  THIS WAS A SMALL DEBRIS FIRE NEAR THE 3RD RAIL. 3RD RAIL EQUIPMENT IS SAFE FOR SERVICE. HE WILL CALL BACK WITH A COL NUMBER.
0956 ERT G",1
7/17/2012,S,34 St-Penn Sta (IRT 7 Av),EQUIPMENT,"M/S ALEXANDER (TRO/NO):THE HAND THROW SWITCH WAS REMOVED, INSTALLED JUMPERS FROM M TK TO 3 TK. WILL INSTALL PROTECTION BOARD AND INSULATORS TONIGHT.",2
7/17/2012,N,Grand Central (Lower Level),BANK OF LIGHTS - INCANDESCENT,BURNT BANK OF LAMPS EXTINGUISHED AND REMOVED FROM LOCATION.,1
7/17/2012,S,Queensboro Plaza,TIE,"M/S MELVIN (TK) EXTINGUISHED A FIRE ON A STONE TIE WITH WATER ON G2 IN THE AREA BETWEEN SWITCH 33 & SWITCH 35, S/O THE STATION. THE STONE TIE IS SLIGHTLY SCORCHED. HOWEVER, THE TIE IS SAFE FOR SERVICE; REPLACEMENT IS NOT NEEDED. G2 TRACK IS SAFE FOR SERVI",1
7/19/2012,S,191 St,INSULATOR,"0545 T/I MODAFFARI (T2); WE FOUND AN ARCING INSULATOR AT SIGNAL 2413 ON 4 TRACK. TRO PERSONNEL ARE REMOVING THE INSULATOR. TRACK IS SAFE FOR SERVICE.
0604 K. BROWN (106432 TRO/NO):BURNING INSULATOR.
0717 MOW CALLED ALEXANDER (TRO/N) FOR UPDATE:  PERSONN",1
7/19/2012,I,49 St,FIBERGLASS INSULATOR,"M/S OSBOURNE (TRO 670092): BURNT INSULATOR REPLACED AT COLUMN 47+35, WITH A 6 '' FIBERGLASS INSULATOR AND THE AREA WAS CLEANED UP TRK IS SAFE FOR SERVICE.",1
7/20/2012,S,Hoyt St-Schermerhorn St,DEBRIS," T/I MORA 619668 (TK): FOUND SELF EXTINGUISHED DEBRIS FIRE, TRACK A3 COL 761+40. NO TRACK DAMAGE SAFE FOR SERVICE.",1
7/21/2012,N,Grant Av,DEBRIS,"AMJASS (TRK-727555) DEBRIS FIRE AT COL 470+75 RUBBER PAD BURNT UNDER PLATE.PUT OUT BY F.D. WITH WATER, TRACK IS SAFE FOR SERVICE.",1
7/22/2012,N,86 St (BMT 4 Av),DEBRIS,"M/S2 HENRY 385005 (TK): FD EXTINGUISHED DEBRIS FIRE  WITH WATER IN THE TROUGH AT THE N/E OF F-2 TRACK, COL 599+00. NO TRACK DAMAGE, SAFE FOR SERVICE.",1
7/22/2012,N,York St,TIE,"T/I PHILLIP 699023 (TK): FD EXTINGUISH SMOLDERING STONE TIE WITH WATER ON TRACK B-2, COL 817+50. NO TRACK DAMAGE, SAFE FOR SERVICE.",1
7/22/2012,N,E 180 St,TIE,"1644 M/S FLORES 282521 (TK): FOUND EVIDENCE OF A TIE FIRE THAT WAS EXTINGUISHED WITH WATER ON Y2- TRACK 75' N/O OF SIGNAL 146. THE TIE IS PARTIALLY BURNT, NEEDS REPLACEMENT BUT CURRENTLY SAFE FOR SERVICE. Y2-TRACK IS SAFE FOR SERVICE. MOW NOTIFIED RTO.",1
7/22/2012,N,Court Sq (IRT),TIE,1823 M/S-1 BRYANT 110 735 (TK):  THERE IS EVIDENCE OF A  FIRE THAT WAS EXTINGUISHED WITH WATER AT STREET COLUMN NUMBER 51. THERE IS A STONE TIE AND PART OF THE WOODEN WALKWAY THAT WAS BURNT PRETTY BAD. THE STONE TIE AND PART OF THE WALKWAY NEED TO BE REPL,1
7/24/2012,N,Rockaway Blvd,TIE,INSPECTED AND FOUND EVIDENCE OF A TIE FIRE THAT WAS EXTINGUISHED WITH WATER ON K2 TRACK NORTH OF THE STATION AT COL 532+70. NO TRACK DAMAGE. TRACK IS SAFE FOR SERVICE. ,1
7/25/2012,S,Pelham Bay Pk,DEBRIS,"T/I BOSCO 086232:  PAPER FIRE IN THE WIRE BASKET S/E OF THE STATION ON TRACK 2, COL. 368.  HE EXTINGUISH IT WITH WATER.  NO TRACK DAMAGE AND SAFE FOR SERVICE.",1
7/28/2012,I,W 4 St (IND Wash Sq),DEBRIS,"M/S 2 CRAWFORD (T6); FOUND AN EXTINGUISHED DEBRIS FIRE AT 975+40 ON A1 TRACK. NO DAMAGE WAS FOUND, AREA IS SAFE FOR SERVICE.",1
7/28/2012,S,Broadway Jctn-(ENY IND) ,DEBRIS,"0924 M/S REKHTMAN (S2); S/MTR DIAZ #217056 INSPECTED THE AREA AND CONDITION UNFOUND. SIGNAL IS WORKING AS DESIGNED.
0943 ERT SELLAZO,841429: EXTINGUISHED A DEBRIS FIRE WITH WATER BETWEEN THE GUARD AND RUNNING RAIL 15 FEET NORTH OF SIGNAL 519. THERE IS NO",1
7/30/2012,I,West Farms Sq-E Tremont Av,DEBRIS,INSPECTED AND FOUND A TRACK DEBRIS FIRE ON TRACK 2 AT 300' S/O SIGNAL 3654 BY THE CONDUCTOR'S POSITION THAT WAS EXTINGUISHED WITH WATER. NO TRACK DAMAGE. TRACK IS SAFE FOR SERVICE. ,1
7/30/2012,N,High St-Bklyn Br,DEBRIS,"M/S BENBOW 058901 (TK): FOUND EVIDENCE OF AN EXTINGUISHED PAPER DEBRIS FIRE N/O STATION AT COL. A3-850+00. NO TRACK DAMAGE, THE TRACK IS SAFE FOR SERVICE.",1
7/31/2012,N,Bedford Pk Blvd-Lehman College,DEBRIS,0929 T/I FONSECA 284601 (TRK): FIRE DEPT. PUT A FLAG OUT THAT WAS BURNING BETWEEN  STREET 403 AND 404. NO TRACK DAMAGE. TRACKS ARE SAFE FOR SERVICE.,1
8/3/2012,N,Times Sq-42 St (IRT Lower Lvl),DEBRIS,"0841 T/W GURECKI (348640) (ERT): TSS EXTINGUISHED WITH WATER A BOOK UNDER THE 3RD RAIL 10 FEET N/O SWITCH 5A. TRACK IS SAFE FOR SERVICE.
1035 PDM PANKOWSKI (TRO/N): FIRE WAS EXTINGUISHED. NO PERSONNEL IS AVAILABLE TO RESPOND.",1
8/4/2012,N,59 St-Columbus Cir (IND),DEBRIS,"0837 PDM FRAGUE #289524: THERE WAS DEBRIS FIRE 20 FT N/O HOME SIGNAL 152 ON TRACK A4 EXTINGUISHED WITH WATER. NO DAMAGE TO THIRD RAIL EQUIPMENT.
0923 ERT FITZPATRICK #279409: THERE WAS DEBRIS FIRE 20 FT N/O HOME SIGNAL 152 ON TRACK A4 EXTINGUISHED WITH W",1
8/6/2012,N,Utica Av (IND Fulton St.),DEBRIS,"1205 T/I PINNO ( 703998) (ERT): FOUND AN EVIDENCE OF EXTINGUISHED DEBRIS FIRE WITH A FIRE EXTINGUISHER N/O STATION AT A4-612+90. NO DAMAGE AND TRACK IS SAFE FOR SERVICE.
1247 M/S CURCIO (S2) #192666: THE FIRE WAS EXTINGUISHED N/O THE STATION ON TRACK A4 ",1
8/7/2012,N,Castle Hill Av,DEBRIS,"T/I BREA 095954 (TK): EVIDENCE OF EXTINGUISHED DEBRIS FIRE 200FT N/O SIGNAL X844 TRACK 3. NO TRACK DAMAGE, SAFE FOR SERVICE.",1
8/8/2012,I,Fordham Rd (IND Grand Conc.),DEBRIS,"1146 MOW: CALLED & SPOKE WITH M/S FORBES (ERT) WHO STATED T/I FITZPATRICK & PERSONNEL WERE DISPATCHED FOR THIS CALL. WILL HAVE FIELD PERSONNEL UPDATE MOW.
1157 FITZPATRICK (T3, 279409):  UPON ARRIVAL,  FOUND THE AREA WET WITH WATER.  FIRE DEPT. WAS THERE",1
8/9/2012,I,21 St,DEBRIS,"0530 M/S RUFINO (TRO): REMOVED A ALUMINIUM CONTAINER THAT WAS WEDGED UNDER THE THIRD RAIL AND THE INSULATOR AT COLUMN 1268+20 ON E1 TRACK. TRACK IS SAFE FOR SERVICE.
0542 T/I BOUDIAN (T6) NO TRACK DAMAGE WAS FOUND AREA IS SAFE FOR SERVICE.",1
8/9/2012,I,88 St-Liberty Av,TIE,"1826 M/S HARVEY 371524 (TK): FOUND EVIDENCE OF FIRE ON A ROTTED STONE TIE ON K2 TRACK, 100 FT S/O SIGNAL 512, WITHIN THE STATION LIMIT. IT WAS EXTINGUISHED WITH WATER. THE TRACK IS SAFE FOR SERVICE. HOWEVER, TRACK DEPT WAS NOTIFIED TO HAVE THE TIE REPLACE",1
8/10/2012,I,125 St (IRT Lexington Av),INSULATOR,"M/S ROSE (TRO): 762042THERE WAS AN INSULATOR REPLACED AT 232+65 EARLIER, THE CAUSE WAS WATER COMING FROM AN OVERHEAD VENT  BEACAUSE OF THE STORM. TRACK IS SAFE FOR SERVICE.",1
8/11/2012,N,Bedford Av,INSULATOR,"1424 ERT LUNDY #541030: IT WAS AN INSULATOR THAT WAS KNOCKED OFF ON Q2 TK BY COLUMN 116+00. TRACK IS SAFE FOR SERVICE.
1428 M/S HOUGLAND (TRO/NO) #373865: THE INSULATOR WAS KNOCKED OFF BY FDNY, NO DAMAGE TO THIRD RAIL EQUIPMENT. THIRD RAIL PERSONNEL IN T",1
8/11/2012,S,Nostrand Av (IND Fulton St.),DEBRIS,"1508 M/S FORBES 284980 (TK): INSPECTED THE AREA AND FOUND A DEBRIS FIRE AT SURVEY MARKER 659+00 ON A4 TRACK, THAT WAS EXTINGUISHED WITH WATER BY FD. THERE IS NO TRACK DAMAGE, THE AREA IS SAFE FOR SERVICE.
1603 M/S CRUZ (TRO): INSPECTED THE 3RD RAIL FROM ",1
8/12/2012,N,Crown Heights-Utica Av (IRT),DEBRIS,"0745 M/S ZAROTSKY (S5) : S/M BACCHUS, PASS# 030005,  RESPONDED AND SAW EVIDENCE OF FIRE, WHICH IS SCATTERED BURNT DEBRIS. NO SIGNAL EQUIPMENT WERE INVOLVED. STATION NUMBER NOT GIVEN
0822 PDM WARDROPE, 934016 STATES NO EVIDENCE OF FIRE.
1424 MOW CALLED M",1
8/13/2012,N,Woodside-61St,TIE,"0850 T/I DITURI 223359 : FDNY EXTINGUISHED A SMALL TIE FIRE, THERE WAS NO TRACK DAMAGE, NO DEFECTS, TRAINS ARE OPERATING NORMALLY THROUGH THE AREA.",1
8/15/2012,S,Grand Central (Upper Level),DEBRIS,"M/S MORINGLAN 623556 (TK): TSS HIGGINS EXTINGUISHED A DEBRIS FIRE IN THE TROUGH AT SURVEY MARKER 1+00 ON TK1  WITH A SLIPPER. THERE IS NO DAMAGE, THE TRACK IS SAFE FOR SERVICE.",1
8/15/2012,I,Coney Is Yard,CABLE,GROUNDED 3RD RAIL CABLES WERE ISOLATED.,1
8/16/2012,I,Broadway Jctn-(ENY IND) ,DEBRIS,"ERT SIMMOMS 824870 (TK): REMOVED ALUMINUM PAN FROM TRACK A-1, COL 530+00. NO TRACK DAMAGE, SAFE FOR SERVICE.",1
8/17/2012,S,Canal St (BMT Broadway),DEBRIS,1904 M/S-1 GONZALEZ (327757-TK): THERE IS EVIDENCE OF A DEBRIS FIRE THAT WAS EXTINGUISHED  WITH WATER ON H2 TRACK AT COLUMN NUMER 205+50. THE FIRE WAS IN THE THROUGH AND THERE IS A SCORCHED TRACK TIE AT THIS LOCATION. THE TRACK TIE IS NOT BADLY SCORCHED A,1
8/17/2012,N,Euclid Av,DEBRIS,1811 T/I MIRANDO (TK-612535): THERE IS EVIDENCE OF A DEBRIS FIRE THAT WAS EXTINGUISHED WITH WATER ON TRACK 4 UNDER THE THIRD RAIL ADJACENT TO SIGNAL A-3 433(X24). THERE ARE NO TRACK DAMAGES AND THE THIRD RAIL EQUIPMENT SEEMS FINE. THE TRACK IS SAFE FOR SE,1
8/19/2012,S,239 St Yard,DEBRIS,"M/S GORDON 330013 (TRO/NO): HE FOUND EVIDENCE OF A FIRE BETWEEN THE CONTACT RAIL AND THE RUNNING RAIL 30 FT S/O SIG 6318W  ON 1B TRACK. UNSURE OF WHAT WAS BURNING (DEBRIS POSSIBLE). THIRD RAIL EQUIPMENT SAFE FOR SERVICE.
M/S2 BELL (T1) #057629: INSPECTED",1
8/21/2012,N,239 St Yard,DEBRIS,T/I MCGUINNESS 585983 (TRK): HE EXTINGUISHED A TIE FIRE WITH WATER. LOCATED ON TRACK 41 APPROX 200' FROM THE BUMPER BLOCK,1
8/21/2012,N,69 St,DEBRIS,1731 ERT SPINDLER (TK) 848240: INSPECTED TRACK 2 FROM SIGNAL 3033 TO 2903 AND FOUND NO TRACK DAMAGE. TRACK IS SAFE FOR SERVICE. DID FIND A EVIDENCE OF A FIRE ON A WOODEN PLATFORM CONSTRUCTED UNDER THE STRUCTURE AT STREET COL 297 THAT WAS EXTINGUISHED WITH,1
8/22/2012,N,Hunts Point Av,DEBRIS,T/I STEMBERGER 857000 (TRK): HE FOUND AND EXTINGUISHED A DEBRIS/RAG  FIRE AT COL P2-417+00  N/O THE STATION WITH MUD. NO TRACK DAMAGE. TRACKS ARE SAFE FOR SERVICE.,1
8/23/2012,I,Franklin Av (IRT),LIGHTING TAP,BAT 57 RESPONDED TO A DEBRIS FIRE ON THE SB TRACK AND FOUND A LIGHTING TAP BOX  CAUGHT FIRE. THE FIRE WAS EXTINGUISHED WITHOUT INCIDENT.,1
8/23/2012,I,Franklin Av (IRT),LIGHTING TAP,TPR OF DEBRIS BURNING ON THE SB TRACK. BAT 57 RESPONDED ....UNKNOWN WHAT WAS FOUND,1
8/23/2012,I,Park Place (Manhattan Brdwy),DEBRIS,,1
8/26/2012,I,14 St (IND 6 Av),DEBRIS,"ERT ROSSITTO (TK, 764765): INSPECTED B1 TRACK FROM SIGNAL B1-1002 S/O 23 ST TO B1-983 S/O 14 ST.AND OBSERVED A SLIGHT SCORCH MARK ON 3RD RAIL INSULATOR AT COL. 992+50 . NO OTHER TRACK DAMAGE OR DEFECTS FOUND. THE TRACK IS SAFE FOR SERVICE.
M/S CHEN (TRO)",1
8/28/2012,I,14 St (IND 8 Av),TIE,INSPECTED A1 TRACK AND FOUND EVIDENCE OF WATER BEING USED TO EXTINGUISH A FIRE AT THE CONDUCTOR'S POSITION BY FDNY. THIS IS IN AREA OF SIGNAL A1-1006.  NO TRACK OR THIRD RAIL EQUIPMENT DAMAGE. TRACK AND THIRD RAIL EQUIPMENT ARE SAFE FOR SERVICE,1
8/29/2012,I,Parkchester,DEBRIS,1456 T/I VALENTINE (T1)913730: OBSERVED A PAPER DEBRIS FIRE EXTINGUISHED WITH WATER BY A TSS 350' S/O SIGNAL 5191 ON TK-M. TRACK IS SAFE FOR SERVICE. MOW NOTIFIED RTO,1
8/29/2012,N,59 St-Columbus Cir (IND),DEBRIS,"2021 SUPT. KIRTON (TRO)476016: A PAPER DEBRIS FIRE CAUSED A TRANSPOSITION CABLE TO SINGE BY CL A4-1126+80 WAS EXTINGUISHED WITH CHEMICAL BY THE FD. 3RD RAIL EQUIPMENT IS SAFE FOR SERVICE.
2028 M/S FARIAS (S3): MAINTAINERS REPORT 3RD RAIL CABLE WAS ON FIR",1
8/30/2012,S,W 4 St (IND Wash Sq),DEBRIS,"T/I LESSARD 518627 (TK): TSS McGEE EXTINGUISHED DEBRIS FIRE WITH PORTABLE EXTINGUISHER AT COL 951+30 TK B-2. NO TRACK DAMAGE, SAFE FOR SERVICE.",1
8/30/2012,S,161-Yankee Stadium (IRT),TIE,T/I DUBOIS #236026: FOUND A SMOLDERING TIE ADJACENT TO SIGNAL 3184 . HE EXTINGUISHED THE FIRE WITH WATER AND A FIRE EXTINGUISHER,1
8/31/2012,I,80 St-Liberty av,TIE,"0542 T/I RAMRAJ (727555): FOUND EVIDENCE OF A BURNED WALKWAY TIE NEAR COL 436 ON K1 TRACK, FD EXTINGUISHED FIRE, TIE IS DEFECTIVE/ROTTED AND NEEDS TO BE REPLACED, TRACK IS SAFE FOR SERVICE.
0545 MOW FAXED REPORT TO T3 TRK OFFICE AT ENY.
0702 MOW FAXED R",1
8/31/2012,I,Pelham Bay Pk,TIE,"2025 M/S WIEDERHOLD (TK/ERT-961426): FOUND EVIDENCE OF A TIE FIRE EXTINGUISHED WITH CHEMICAL 40 FEET N/O SIGNAL 6383 ON THE FREE SHOE SIDE. NO TRACK DAMAGE AND THE TRACK IS SAFE FOR SERVICE. MOW UPDATED RTO.
2040 MOW FAXED REPORT TO T-1(E180 ST)",1
9/1/2012,N,125 St (IRT Lexington Av),DEBRIS,"1429 TRK/INSP ROSADO,761681: F/D HAS EXTINGUISED A DEBRIS FIRE AT COLUMN 244+50 USING CHEMICAL. THERE IS NO DAMAGE. TRACK IS SAFE FOR SERVICE.",1
9/3/2012,I,23 St (BMT),DEBRIS,"0238 SUPT ANISOWICZ 018608(TRO):  INSPECTED N/O AND S/O STATION AND FOUND THE HANDLE OF A LUGGAGE BETWEEN THE THIRD RAIL AND RUNNING RAIL AT COLUMN 99+20. NO DAMAGE TO THIRD RAIL EQUIPMENT, AND TRACK AND THIRD RAIL SAFE FOR SERVICE.
0319 M/S JOSEPH (TRK)",1
9/4/2012,S,Brooklyn Bridge-City Hall,ELECTRICAL WIRE,M/S 1 PICCOLO WAS NOTIFIED OF THE CONDITION AND WILL TURN IT OVER TO THE 8-4 CREW.STA/MAINT.,1
9/5/2012,N,Kingston-Throop Av,DEBRIS,"0738 M/S ALLARD (TRO, 008897):  SODA CAN BRIDGE THE CONTACT RAIL AND IGNITE DEBRIS AROUND THE INSULATOR ON A1-TRACK, COL. 649+00 CAUSING LITE SMOKE.  USED A STICK TO PUT THE FIRE OUT.  NO 3rd RAIL EQUIPMENT DAMAGE AND SAFE FOR SERVICE.
0842 M/S CURCIO (S",1
9/5/2012,N,Freeman St,TIE,"1350 T/I BAEZ #031003: THE TIE WAS BURNED NOT TOO MUCH ON TRACK 2 BY SIGNAL 3144. IT WAS PUT OUT WITH WATER AND TRACK IS SAFE FOR SERVICE.
1415 MOW CALLED M/S CORSI (SIG) FOR UPDATE:  PERSONNEL STILL CHECKING.
1723 MOW CALLED M/S BAKER (S1) FOR FEEDBACK",1
9/5/2012,S,Canal St (BMT Broadway),DEBRIS,2133 M/S BENBOW 058901 (TK): INSPECTED FROM COL 205+00 TO 209+00. FOUND EVIDENCE OF A EXTINGUISHED FIRE WITH WATER 50FT N/O H1-207+00. TRACK IS SAFE FOR SERVICE,1
9/6/2012,S,72 St (IRT Broadway),DEBRIS,RACK INSPECTOR QUASHIE#722961(T2): ASSISTED RTO SUPT. EDMUNDS IN EXTINGUISHING A DEBRIS FIRE ON TRACK #4 AT COL#273+00 USING A PORTABLE CANISTER FROM FDNY. UNKNOWN HOW FIRE STARTED IN AREA OF THE FROG AND HEEL OF SWITCH#235. NO TRACK DAMAGE.,1
9/6/2012,N,Jay St-MetroTech (IND),DEBRIS,"DEBRIS FIRE EXTINGUISHED BY EMPLOYEE, TRACK SAFE FOR SERVICE.",1
9/6/2012,S,Castle Hill Av,EQUIPMENT,"1120 M/S PINTO (T1, 704086):  FLAGS WAS BURNING 30 FEET S/O SIGNAL 5413 ON TRACK 3 BY STREET COL. 196 WEST RAIL.  THERE IS AN END APPROACH BY THE LOCATION, POSSIBLE SPARK FROM IT CAUSE THE FIRE.  TSS DILLON EXTINGUISH THE FIRE WITH CHEMICAL.  ALL FLAGS WA",1
9/6/2012,I,High St-Bklyn Br,DEBRIS,1830 SUPT. KIRTON 476016 (TK/TRO): TSS PETERS EXT. A DEBRIS FIRE 20FT FROM THE N/E OF STATION ON THE S/B TRACK WITH FIRE EXTINGUISHER AT COLUMN 795+00. THERE WAS NO TRACK DAMAGE AND TRACK SAFE SAFE FOR SERVICE. MOW NOTIFIED RTO.,1
9/7/2012,S,Jay St-MetroTech (IND),DEBRIS,"0807 T/W WILCOX (962636): PAPER DEBRIS FIRE WAS ALREADY EXTINGUISHED WITH WATER ON FREE SHOE SIDE AT B2-983+00. NO DAMAGE AND TRACK IS SAFE FOR SERVICE.
0810 M/S-1 YANKOW (TRO/S): NO PERSONNEL AVAILABLE.",1
9/7/2012,S,Essex St,CABLE,1634 SUPT KIRTON (TRO): CABLES THAT WERE ATTEMPTED TO BE STOLEN WERE DROPPED ONTO THE TRACK BRIDGING THE  3RD RAIL AND THE RUNNING RAIL AT COL 54+50 NEXT TO A MANHOLE. IN THE PROCESS OF TAPING THE END OF  THE CABLES TO MAKE THE AREA SAFE.MOW NOTIFIED RTO.,3
9/8/2012,N,138 St (IRT Grand Concourse),DEBRIS,0223 PDM WIGGINS 962008 (TRO/N): FOUND A BURNED CAN UNDER THE THIRD RAIL AT COLUMN 280+60 ON TRACK. TRACK IS CLEAR. THIRD RAIL SAFE FOR SERVICE.,1
9/9/2012,N,Lexington Av / 59 St (BMT),ELECTRICAL HEATER,PER MSI SMALLS OF 125 ST STATION MAINT EMERG RESPONSE MAINT RESPONDED AND REPORTS THERE WAS NO FUSE BOX IN AREA BURNING FOUND THAT THE WIRES ON A BANK OF LIGHTS HAD BEEN CUT AND SOME BURNT PAPER DEBRIS IN AREA 50 FEET N/O STATION.,1
9/9/2012,I,Jackson Av,DEBRIS,"SIGNAL MTRS ON THE SCENE STATED THEY EXTINGUISHED A PAPER DEBRIS FIRE ON TRK 3 BY SIGNAL 2343.
M/S-1 FLORES (282521) (TRK): THERE IS EVIDENCE OF A DEBRIS FIRE THAT WAS EXTINQUISHED WITH CHEMICALS ON TRACK 3  BY SIGNAL 2343 BETWEEN THE RUNNING RAIL AND TH",1
9/11/2012,S,Norwood Av,TIE,INSPECTED AND FOUND THAT FD EXTINGUISHED A BURNING TIE AT STREET COL J894B ON J2 TRACK APPROXIMATELY 300' S/O STATION. NO DAMAGE TO THE TIE OR OTHER TRACK COMPONENTS. TRACK IS SAFE FOR SERVICE.,1
9/13/2012,S,Bedford Pk Blvd (IND Grnd Con),CABLE,RAIL BOND MADE CONTACT WITH A TRAIN SHOE. NO DAMAGE TO TRACK OR THIRD RAIL EQUIPMENT.,1
9/13/2012,S,Broad St,DEBRIS,"THE FIRE WAS IN THE PAPER CATCHER, EXTINGUISHED BY A TSS WITH A PORTABLE EXTINGUISHER.",1
9/13/2012,S,69 St,TIE,1835 ERT CALES 125738 (TK): THERE WAS A SLIGHTLY SCORCH TIE 60 FT S/O SIGNAL 2974 BETWEEN TK1 AND MIDDLE. THAT WAS EXT. BY TSS WITH WATER. NO OTHER TRACK DAMAGE TRACK SAFE FOR SERVICE. MOW NOTIFIED RTO.,1
9/14/2012,I,96 St (Broadway),DEBRIS,EXTINGUISHED A PAPER DEBRIS FIRE TRACK 3 IN THE MIDDLE OF THE STATION. TRACK IS SAFE FOR SERVICE.,1
9/15/2012,S,Northern Blvd,MATERIAL,"1732 ERT GOODING-328126 (TK): THERE WAS A BURLAP BAG CONTAINING FROG EQUIPMENT THAT WAS ON FIRE AT SURVEY MARKER 1356+70 ON TRACK D1. IT WAS EXTINGUISHED WITH WATER. HE INSPECTED UP TO 1359+00 AND FOUND NO FURTHER EVIDENCE OF FIRE, NO TRACK DAMAGE AND THE",1
9/17/2012,S,Prospect Park,DEBRIS,"1748 JONES 446892 (ERT): FOUND EVIDENCE OF DEBRIS FIRE EXTINGUISHED WITH WATER IN THE AREA OF SWITCH 371A S/O STATION ON TRACK-2. NO TRACK DAMAGE, THE TRACK IS SAFE FOR SERVICE.
2056 M/S KRISHTAL (S2/S5-491274): NO DAMAGE TO SIGNAL EQUIPMENT.MOW UPDATED ",1
9/18/2012,N,Court Sq (IRT),TIE,"0817 M/S2 MELVIN (T-1),598380: EXTINGUISHED A FIRE IN THE GAUGE ON A STONE TIE ON C1 IN THE AREA OF COL#53, N/O THE STATION, WITH WATER.  THERE IS DAMAGE TO THE STONE TIE. HOWEVER, THE STONE TIE IS SAFE FOR SERVICE. TRACK IS SAFE FOR SERVICE. WILL SCHEDUL",2
9/18/2012,N,Chambers St (BMT Centre St),DEBRIS,"ERT-GERAGHTY 311692 (TK): FD EXTINGUISHED DEBRIS FIRE IN WIDE AREA FROM COL 7+50 TO 8+50, TRACK J-2. NO TRACK DAMAGE.SAFE FOR SERVICE.",1
9/19/2012,I,Bedford Av,PORCELAIN INSULATOR,"M/S RAMSINGH 727867 (TRO/S): RESPONDED WITH SUPT TORTORELLA, REMOVED AND REPLACED BURNT PORCELAIN INSULATOR AT COL 152+90, TRACK Q-1. CONDITION WAS DUE TO WATER COMING FROM THE STREET VENT, AND FALLING ON INSULATOR FROM STORM WEATHER. SAFE FOR SERVICE. MO",1
9/21/2012,N,63 Dr (Rego Park/Queens Blvd),DEBRIS,"600 FT N/O 63RD DRIVE, DEBRIS FIRE EXTINGUISHED BY F/D AT D1-1524+50. NO DAMAGE SAFE FOR SERVICE.
1108  ERT SUMPTER 871640: 600 FT N/O 63RD DRIVE, DEBRIS FIRE EXTINGUISHED BY F/D AT D1-1524+50. NO DAMAGE SAFE FOR SERVICE.
1337 M/S MAHABIR (S3): M/S BIND",1
9/22/2012,I,Westchester Yard,PROTECTION BOARD,"M/S2 WILSON (970471): WE FOUND THE TOP OF THE PROTECTION BOARD CHARRED, 150 FT S/O HOME SIGNAL X 304, THIS WILL  NOT AFFECT SERVICE. IT WAS EXTINGUISHED WITH A CHEMICAL EXTINGUISHER.",1
9/22/2012,S,Bowling Green,DEBRIS,ERT LUNDY #541030 RESPONDED AT 1100 HRS AND REPORTS TSS PUT OUT A DEBRIS TK FIRE ON B LOOP AT REPEATER SIGNAL 185. TRACK IS CLEAR AND SAFE FOR SERVICE.,1
9/22/2012,S,59 St (BMT Brooklyn),DEBRIS,"0850 M/S HONE 406602 (TRO/NO): INSPECTED THE AREA. NO INDICATION OF SMOKE OR FIRE WAS SEEN. 3RD RAIL EQUIPMENT IS SAFE FOR SERVICE.
1317 MOW NOTIFIED M/S DLUGINSKI (PK-PLACE) FOR FEEDBACK AND REPORTS ERT LUNDY #541030 RESPONDED AND REPORTS SELF EXTINGUIS",1
9/23/2012,N,Flatbush Av Brooklyn College,DEBRIS,"1229 GERECKI 348640 (TRK): NO TRACK DAMAGE THE FIRE WAS IN THE SWITCH AREA. TRACKS ARE SAFE FOR SERVICE. WILL CALL BACK WITH A COL NUMBER.
1230 T/I GERUCKI 348640 (TRK): INSPECTED THE AREA. THERE WAS A FIRE AT COL @ 48 +00.  NO DAMAGE TO TRACK EQUIPMENT.",1
9/24/2012,S,Euclid Av,DEBRIS,1430 T/I CORBITT (179579) TRK: THERE WAS A SMALL  FIRE WAS ON TRACK A5 AT COL 417+00 EXTINGUISHED WITH WATER BY SOMEONE ELSE. THERE WAS NO TRACK DAMAGE . HE ADDED HE THINKS THAT THE END APPROACH IS A LITTLE LOW AND 3RD RAIL MTRS SHOULD TAKE A LOOK AT IT. ,1
